1584828000000000000,New patients,2800,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1585429200000000000,New patients,3200,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1586034000000000000,New patients,3400,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1586638800000000000,New patients,4400,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1587243600000000000,New patients,5900,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1587848400000000000,New patients,8000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1588453200000000000,New patients,11000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1589058000000000000,New patients,14000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1589662800000000000,New patients,19000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1590267600000000000,New patients,25000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1590872400000000000,New patients,32000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1591477200000000000,New patients,41000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1592082000000000000,New patients,50000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1592686800000000000,New patients,61000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1593291600000000000,New patients,71000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1593896400000000000,New patients,79000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1594501200000000000,New patients,85000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1595106000000000000,New patients,87000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1595710800000000000,New patients,84000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1596315600000000000,New patients,78000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1596920400000000000,New patients,69000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1597525200000000000,New patients,58000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1598130000000000000,New patients,48000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1598734800000000000,New patients,38000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1599339600000000000,New patients,29000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1599944400000000000,New patients,22000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1600549200000000000,New patients,17000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1601154000000000000,New patients,12000,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1601758800000000000,New patients,9200,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1602363600000000000,New patients,6700,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1602968400000000000,New patients,4900,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1603573200000000000,New patients,3600,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1604181600000000000,New patients,2600,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1604786400000000000,New patients,1900,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1605391200000000000,New patients,1300,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1605996000000000000,New patients,970,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1606600800000000000,New patients,700,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1607205600000000000,New patients,510,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1607810400000000000,New patients,360,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1608415200000000000,New patients,260,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1609020000000000000,New patients,190,Reff,1.2,Scenario,Min,Type of patient,Symptomatic
1584828000000000000,New patients,2800,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1585429200000000000,New patients,3200,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1586034000000000000,New patients,3500,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1586638800000000000,New patients,4600,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1587243600000000000,New patients,6200,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1587848400000000000,New patients,8300,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1588453200000000000,New patients,11000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1589058000000000000,New patients,15000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1589662800000000000,New patients,20000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1590267600000000000,New patients,26000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1590872400000000000,New patients,34000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1591477200000000000,New patients,43000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1592082000000000000,New patients,54000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1592686800000000000,New patients,66000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1593291600000000000,New patients,79000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1593896400000000000,New patients,90000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1594501200000000000,New patients,100000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
1595106000000000000,New patients,100000,Reff,1.2,Scenario,Average,Type of patient,Symptomatic
